disgust,"When a member of the family complains about the food that is á
served, it disgusts me."
shame,[ Cannot recall any incident when I felt shame.]
guilt,"I have chosen to put my son in a private school were the á
examination marks are low.  Every time that he gives me his term á
results I am left with a sense of guilt."
joy,"When I was informed that I had been accepted as a student of á
Psychology."
fear,"When I was in a little fishing boat and we ran into hard weather á
in the open sea."
anger,"When I found out that the guy I was dating at a particular time á
had a steady relationship going on with someone else for a long á
time."
sadness,I felt sad and depressed when I heard that our cat had died.
disgust,"When I was working as a nurse in a mental hospital, a patient ate á
up the contents of another patient's spitoon."
shame,"At primary school, when I vomited in front of others in the middle  á
of a lesson."
guilt,"I arrived an hour late for an important meeting ( I had á
misunderstood the time)."
joy,When I was acceptted as a student of psychology.
fear,When my son has a pain in his leg (for no apparent reason).  
anger,"When, after a week at school, a teacher sent a note home saying á
that my son was inattentive and unable to do his lessons."
sadness,"When I thought that it was going to be impossible for me to start á
studying (due to wrong information from the student advisor)."
disgust,"At a certain person's lack of cleanliness, at home and á
personally."
shame,"When I made the same mistake that I had accused someone else of, and á
this was obvious to a third pereson."
guilt,When I lost something that was valuable to my sister.
joy,When my son was born.
fear,"When I nearly drowned in icy water wearing ice skates.  It was á
difficult to get out."
anger,"When I was pointed out as a problem child in primary school and á
my mother took the teacher's point of view."
sadness,When I was accused of neglecting work for the wrong reasons.
disgust,"My parents attitude towards each other when they should become á
reconciled, despite my father's long-time addiction."
shame,When I was caught stealing money from my father.
guilt,"I stole a coconut cake from a reception table and when I put á
in my mouth I realized that the host was watching me."
joy,"When after 10 months of national service I was ""downgraded"" and á
did not have to do the remaining 5 months."
fear,"When I was reprimanded by the manager of the hotel where I á
worked during Autumn 1984."
anger,"When my parents drove me to a nearby place and went home á
immediately instead of waiting a few hours.  They could have á
easily waited."
sadness,"When my ex-girlfriend and I discovered that there was a certain risk á
of her being pregnant."
disgust,"When I was about to clean the draining board and saw it looked á
underneath the sink (I live in a students hostel)."
shame,When my mother caught me masturbating.
guilt,"As the only person in my family into academics, I ought to have á
looked after my younger (and only) sister better, with respect to á
her education and life experiences."
joy,"When my older sister told us that she was thinking of joining the á
rest of the family for the winter sports holiday."
fear,"Slept in a chapel and in the middle of the night I realized that á
there was someeone else in the chapel.  I never discovered who á
it was and why he was there."
anger,"When we were in high school a few guys sometimes provoked a á
friend of mine.  They called her a pig and then grunted.  This á
irritated most of the girls.  Once, one of the girls got angry at á
my friend and said something nasty and this made me terribly á
angry."
sadness,"I talked to my boyfriend on the phone when I was in high spirits á
and had a lot to tell him.  I had been looking forward to this á
conversation and he did not listen to me to the extent that I á
had anticipated."
disgust,A mother who shouts at her child for nothing.
shame,"When I complained to my mother about how untidy the kitchen á
loooked, she boxed my ears ( this had never happened before)."
guilt,"As I could not be home before midnight I called home at 11.30 and á
asked them to leave the door open so that I could get in.  I á
actually woke up the whole family by calling them so late.  My á
mother could not go back to sleep, besides she had a conference   á
the next day and really needed to sleep."
joy,When I got through the first day here at the department.
fear,"When I was cycling past a parked car someone opened the door and á
nearly pushed me off my bike and into the traffic."
anger,"When my boyfriend sat up half the night playing computer games á
with a friend."
sadness,When I had to leave my mother and my sister after a week's visit.
disgust,When I saw a big spider from very close.
shame,"When I asked a friend to return the money that I had loaned her á
and then remembered that she had repayed me in several ways."
guilt,"When one of my parents insinuates something about the other á
(they are divorced)."
joy,When i was asked to be a child's godmother.
fear,On the way down a ski slope which was difficult and steep.
anger,When my mother interfered in my life.
sadness,"When I was left alone one week-end without being prepared for á
it."
disgust,"The first time that I saw a surgeon cut off a leg and put it in a á
black rubbish bag."
shame,When I forgot about a meeting at work.
guilt,When I demand too much from my friends.
joy,"When my husband suddenly came to see me at my new job and á
brought some flowers and cake with him."
fear,When I was nearly attackad by a man who had been chasing me.
anger,"When my father asked me if I was a communist, at the same time he á
made it clear that I should no longer see myself as his daughter."
sadness,"When I applied for a job which I thought I had a good chance of á
getting, I was not even granted an interview and did not get the á
job."
disgust,T.V features showing the violation of defenceless people.
shame,"When I as a child of 9 or 10 I was playing doctor with the á
neighbours boys their mother caught us."
guilt,"When my husband talked about the restrictions he will have to á
accept in his life to make our marriage work.  I felt that it was á
directed at me as it was me who had demanded the changes.  We á
were with a marriage counsellor then."
joy,"When we were able to afford a new sofa - a leather one which cost á
SEK 20000.  I had waited for it for 2-3 years."
fear,Vertigo - standing on a ladder and painting the house.
anger,"When my boss enrolled in a course to satisfy his own ends - to á
trample on his associates.  I have the misfortune to have one of á
my superiors in my course."
sadness,"When I argue with my mother about the way she treats her two á
children differently."
disgust,Spit and vomit.
shame,Spots on the seat covers of my husband's car.
guilt,"Not speaking to my sister-in-law due to lack of interest in a á
relationship on my side."
joy,"When I recently managed to get my first consulting assignment á
""myself"" i.e on my own initiative."
fear,"I was within a hair's breadth of knocking down a drunkard who á
suddenly ran into the street.  The fear came later when I     á
realized what could have happened."
anger,"When my friend, as usual, forgot the tickets at home for a á
performance.  We missed it."
